Grade;Area;Topic;Code;Description
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.02;"Map the geographical extent of one of the following kingdoms or empires; explain its central political, economic, cultural developments and its role in trade, diplomatic alliances, warfare, and exchanges with other parts of the world. 
Kingdoms and empires based in Africa

a. the West African empires of ancient Ghana (c. 700-1240 CE), Mali (c.1230-1670 CE), and Songhai(15th-17th centuries CE), the importance of Timbuktu as a center of trade and learning, the gold-salt and slave trade
b. the East African Sub-Saharan kingdoms of Axum (c. 100-940 CE) and the Swahili city-states (c. 8th-17th   centuries CE)
Kingdoms and empires based in Western, Central, and East Asia
c. the Song Dynasty in China (960-1279 CE), the development of the concepts of the scholar-official, landscape painting and calligraphy, and the merging of  Buddhist, Taoist, and Confucian beliefs
d. The Mongol Empire (1206-1368 CE), its role in the Silk Routes, the rule of Genghis Khan and Kublai Khan, contacts with Europeans, and the cultural achievements of the Yuan Dynasty (1221-1368) and early years of the Ming Dynasty (1368-1644) in China
e. The Ottoman Empire from its beginnings in 1299 CE, its capture of the city of Constantinople in 1453, through the reign of Sultan SÅleiman I (1566 CE)
f. The Kamakura Shogunate (c. 1185-1333 CE) in Japan, feudal military rule, invasions of the Mongol Empire, restoration of temples destroyed in war, Buddhist sculpture, calligraphy influenced by Zen Buddhism
g. The early period of the Mughal Empire in India (1527-1857 CE) and its development as a major textile, shipbuilding, and firearms manufacturer and exporter and a major center of illustrated manuscripts
Kingdoms and empires based in the Americas 
h. The Mayan civilization of the Classic period (c. 250-950 CE), cities such as Teotihuacˇn, Tikal, and Copˇn, pyramid building, long-distance trade between inland sites and sites near the Gulf of Mexico and the Caribbean
i. The Aztec regional empire (c.1345-1521 CE), the capital of Tenochtitlan, conquests of neighboring states, monumental sculpture
j. The Inca regional empire (c. 13th century-1572 CE), extensive networks of roads, conquests of neighboring states, monumental architecture at sites such as Machu Picchu and Cusco 
Kingdoms and empires based in Europe 
k. Kingdoms and feudal societies in England, France, Germany, Rome, the Netherlands, Russia, and Spain, including the Holy Roman Empire (c. 5th century-1492 CE)
l. Italian city-states such as Venice, Milan, Florence, and Genoa (c. 800-1500 CE), the development of banking, capitalism, education, patronage of the arts, commerce with the Byzantine and Ottoman Empires and Asia"
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.03;Describe the goods and commodities traded east, west, north and south along the Silk Roads connecting Europe, Africa and Asia, including horses, grain, wood, furs, timber, spices, silk, and other luxury goods.
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.04;Explain how travelers? accounts and maps contributed to knowledge about the world.
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.05;Explain the widespread practice in Europe, Africa, Asia and the Americas of enslaving captives of war and of buying and selling slaves from the 5th to the 18th centuries CE.
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.06;Describe coexistence, tolerance, and trade between Arab and Christian kingdoms in the 8th to early 10th centuries CE.
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.07;Explain the consolidation of wealth of the Catholic Church and the power struggles within the church in the 11th century CE, the development of the practices of feudalism, knighthood, and chivalry in Europe, and the emergence of the concept of rights in England.
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.08;Evaluate the causes, course, and consequences of the European Crusades in the Mediterranean region in the 11th, 12th, and 13th centuries CE.
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.09;Explain the global consequences of diseases, focusing on the Bubonic plague and its spread through the Eurasian and African trade routes several times, in particular the severity of the impact of the disease on mortality rates in Europe, Africa, and Asia in the 15th century CE.
 9-12;World History I;Topic 4: Philosophy, the arts, science and technology c. 1200 to 1700;HSS.WHI.T4.01;"Explain how classical learning survived into the medieval world. 

a. the role of Islamic scholars in preserving Greek, Roman, and Arabic texts after the collapse of the Roman Empire and the role of Christian monasteries housing libraries and making manuscript copies of Christian and pagan texts
b. the development of Islamic and European universities from the 9th to the 13th centuries"
 9-12;World History I;Topic 4: Philosophy, the arts, science and technology c. 1200 to 1700;HSS.WHI.T4.02;Explain the global spread and consequences of Chinese inventions and technologies (e.g., gunpowder, the compass, printing, and papermaking).
 9-12;World History I;Topic 4: Philosophy, the arts, science and technology c. 1200 to 1700;HSS.WHI.T4.03;Analyze the Agricultural Revolution (Arab or Green Revolution) in Africa, Europe, and Asia, including the diffusion of plants from Asia and Africa into medieval Spain and the construction of large scale systems of irrigation (e.g., canals, windmills, and aqueducts).
 9-12;World History I;Topic 4: Philosophy, the arts, science and technology c. 1200 to 1700;HSS.WHI.T4.04;Describe the importance to India?s medieval economy of textile technologies (e.g., processes to improve the growing, processing, spinning, weaving, printing, and dyeing of cotton), and the importance of cotton cloth as an export to Africa and Europe.
 9-12;World History I;Topic 4: Philosophy, the arts, science and technology c. 1200 to 1700;HSS.WHI.T4.05;"Describe the origins and development of the European Renaissance, the emerging concept of humanism, and the influence and accomplishments of key artists, writers, and inventors of the Italian and Northern European Renaissance.
Clarification Statement: Students may use the following examples to meet this Standard:Italian Renaissance: Michelangelo Buonarroti, Leonardo da Vinci, Raphael, Niccol? Machiavelli, Filippo Brunelleschi
Northern Renaissance: Jan van Eyck, Albrecht Durer, Pieter Bruegel the Elder, Hieronymus Bosch, William Shakespeare, Erasmus, Johannes Gutenberg"
 9-12;World History I;Topic 4: Philosophy, the arts, science and technology c. 1200 to 1700;HSS.WHI.T4.06;"Describe political and religious origins of the Protestant Reformation and its effects on European society, including. the reasons for the growing discontent with the Catholic Church; the main ideas of Martin Luther and John Calvin; the importance of Gutenberg?s invention of the printing press and its adoption by others in the spread of Protestantism across Europe, and the formation of the Anglican Church."
 9-12;World History I;Topic 4: Philosophy, the arts, science and technology c. 1200 to 1700;HSS.WHI.T4.07;Explain the purposes and policies of the Catholic Counter-Reformation, including the influence and ideas of Ignatius Loyola.
 9-12;World History I;Topic 4: Philosophy, the arts, science and technology c. 1200 to 1700;HSS.WHI.T4.08;Identify the role that the Protestant Reformation and Catholic Counter-Reformation played on shifting political power in Europe, the persecution of religious minorities, and wars among European nations in the 15th and 16th centuries.
